INFO:root:Number of Shelx jobs:52
INFO:root:Number of Shelx jobs:52
INFO:root:Processing anomalous data for 5BT3
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/5BT3/DataFiles', '--name=5BT3', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3SOC
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3SOC/DataFiles', '--name=3SOC', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2XST
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2XST/DataFiles', '--name=2XST', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3OP5
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3OP5/DataFiles', '--name=3OP5', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 5CLT
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/5CLT/DataFiles', '--name=5CLT', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3NO3
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3NO3/DataFiles', '--name=3NO3', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4TWK
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4TWK/DataFiles', '--name=4TWK', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2WWY
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2WWY/DataFiles', '--name=2WWY', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3H9R
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3H9R/DataFiles', '--name=3H9R', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3P1M
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3P1M/DataFiles', '--name=3P1M', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4DYL
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4DYL/DataFiles', '--name=4DYL', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3LM0
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3LM0/DataFiles', '--name=3LM0', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3LYG
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3LYG/DataFiles', '--name=3LYG', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3RF7
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3RF7/DataFiles', '--name=3RF7', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3PW3
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3PW3/DataFiles', '--name=3PW3', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4CHB
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4CHB/DataFiles', '--name=4CHB', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2X4D
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2X4D/DataFiles', '--name=2X4D', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3LWC
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3LWC/DataFiles', '--name=3LWC', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3LM5
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3LM5/DataFiles', '--name=3LM5', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4QK4
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4QK4/DataFiles', '--name=4QK4', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3NYY
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3NYY/DataFiles', '--name=3NYY', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4RWV
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4RWV/DataFiles', '--name=4RWV', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3HLT
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3HLT/DataFiles', '--name=3HLT', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4QTD
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4QTD/DataFiles', '--name=4QTD', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 5FII
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/5FII/DataFiles', '--name=5FII', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1VKI
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1VKI/DataFiles', '--name=1VKI', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3NQK
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3NQK/DataFiles', '--name=3NQK', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3QQW
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3QQW/DataFiles', '--name=3QQW', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3ZYQ
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3ZYQ/DataFiles', '--name=3ZYQ', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3L5O
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3L5O/DataFiles', '--name=3L5O', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3LM2
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3LM2/DataFiles', '--name=3LM2', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3PJ0
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3PJ0/DataFiles', '--name=3PJ0', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3UVJ
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3UVJ/DataFiles', '--name=3UVJ', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4BC6
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4BC6/DataFiles', '--name=4BC6', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4AP2
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4AP2/DataFiles', '--name=4AP2', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3KVW
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3KVW/DataFiles', '--name=3KVW', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3HMI
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3HMI/DataFiles', '--name=3HMI', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3RH2
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3RH2/DataFiles', '--name=3RH2', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1VKK
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1VKK/DataFiles', '--name=1VKK', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3E02
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3E02/DataFiles', '--name=3E02', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3E98
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3E98/DataFiles', '--name=3E98', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4Z6I
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4Z6I/DataFiles', '--name=4Z6I', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3MW8
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3MW8/DataFiles', '--name=3MW8', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4CUQ
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4CUQ/DataFiles', '--name=4CUQ', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3MCX
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3MCX/DataFiles', '--name=3MCX', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2Y7B
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2Y7B/DataFiles', '--name=2Y7B', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3N5L
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3N5L/DataFiles', '--name=3N5L', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4A9Z
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4A9Z/DataFiles', '--name=4A9Z', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 5A6R
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/5A6R/DataFiles', '--name=5A6R', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3LYH
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3LYH/DataFiles', '--name=3LYH', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4B87
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4B87/DataFiles', '--name=4B87', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4V06
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4V06/DataFiles', '--name=4V06', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4QTA
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4QTA/DataFiles', '--name=4QTA', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3P6K
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3P6K/DataFiles', '--name=3P6K', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3II0
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3II0/DataFiles', '--name=3II0', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3OWR
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3OWR/DataFiles', '--name=3OWR', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4CUR
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4CUR/DataFiles', '--name=4CUR', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2X4F
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2X4F/DataFiles', '--name=2X4F', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4XDL
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4XDL/DataFiles', '--name=4XDL', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3NO5
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3NO5/DataFiles', '--name=3NO5', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1VL1
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1VL1/DataFiles', '--name=1VL1', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4BGG
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4BGG/DataFiles', '--name=4BGG', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4BBM
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4BBM/DataFiles', '--name=4BBM', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 1VJ1
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/1VJ1/DataFiles', '--name=1VJ1', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3Q4T
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3Q4T/DataFiles', '--name=3Q4T', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3O0L
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3O0L/DataFiles', '--name=3O0L', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 2WWW
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/2WWW/DataFiles', '--name=2WWW', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4UY4
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4UY4/DataFiles', '--name=4UY4', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4AAA
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4AAA/DataFiles', '--name=4AAA', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3LEW
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3LEW/DataFiles', '--name=3LEW', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4B99
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4B99/DataFiles', '--name=4B99', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4NR5
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4NR5/DataFiles', '--name=4NR5', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 5BT4
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/5BT4/DataFiles', '--name=5BT4', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 5CLW
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/5CLW/DataFiles', '--name=5CLW', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4UUU
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4UUU/DataFiles', '--name=4UUU', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3ZP5
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3ZP5/DataFiles', '--name=3ZP5', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4APC
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4APC/DataFiles', '--name=4APC', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4CRS
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4CRS/DataFiles', '--name=4CRS', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4QTE
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/4QTE/DataFiles', '--name=4QTE', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3MQM
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3MQM/DataFiles', '--name=3MQM', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 3E99
INFO:root:['/dls/science/users/ghp45345/metrix_reloaded/modules/metrix_phase/util/simple_xia2_to_shelxcde.py', '--xia2dir=/dls/metrix/metrix/data_analysis/for_METRIX/integration_20200227/3E99/DataFiles', '--name=3E99', '--atom=Se', '--seqin=/dls/metrix/metrix/sequence/']
INFO:root:Processing anomalous data for 4B4C
